店の名前,駅からの距離,店のカテゴリ(キーワード),紹介文,評価,コメント数,ブックマーク数,夜の予算,昼の予算,住所
金沢まいもん寿司 吹田グリーンプレイス店,吹田（ＪＲ）駅 445m,回転寿司,,3.51,204,7085,"￥3,000～￥3,999","￥2,000～￥2,999",大阪府吹田市片山町2-3-9 吹田グリーンプレイス
華匠庵,豊津駅 232m,和菓子、ケーキ,,3.01,3,52,-,-,大阪府吹田市山手町1-7-27
富山ろくちょう,江坂駅 369m,居酒屋、沖縄料理,,3.16,19,729,"￥4,000～￥4,999",-,大阪府吹田市江の木町16-33
肉の寿屋,桃山台駅 377m,その他,,3.05,9,236,-,-,大阪府吹田市桃山台2-5-4
ダイコクドラッグ JR吹田駅前店,吹田（ＪＲ）駅 195m,その他,,,1,5,-,-,大阪府吹田市元町5-10
やきとり一番 吹田郵便局前店,吹田（阪急）駅 507m,焼き鳥,,3.01,1,35,-,-,大阪府吹田市穂波町3-21
HAKUBI COFFEE,関大前駅 283m,コーヒースタンド、カフェ,,3.1,9,362,-,～￥999,大阪府吹田市千里山東1-17-51 1F
イタリアン酒場 バール ジーニョ,吹田（阪急）駅 532m,ダイニングバー、イタリアン,,3.03,4,199,-,-,大阪府吹田市内本町1-23-7 SPACEGREEN SUITA 1F
Pizzeria e Osteria Codino,江坂駅 329m,イタリアン、ピザ、パスタ,,3.46,167,9800,"￥4,000～￥4,999","￥1,000～￥1,999",大阪府吹田市豊津町1-46 エクシード江坂ビル 1F
Ani,吹田（ＪＲ）駅 248m,ピザ、イタリアン,,3.29,48,1010,-,-,大阪府吹田市昭和町10-24 竹寅ビル 1F
割烹 音羽鮨 千里山店,千里山駅 39m,寿司,,3.05,18,255,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市千里山西5‐2‐17
TRIP ROOM,江坂駅 330m,カフェ,,3.25,41,1276,-,"￥1,000～￥1,999",大阪府吹田市垂水町3-34-22 2F
千房 江坂店,江坂駅 477m,お好み焼き、焼きそば、鉄板焼き,,3.05,37,542,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市垂水町3-28-17
器酒亭,豊津駅 42m,カフェ、バル,,3.08,15,884,"￥2,000～￥2,999",-,大阪府吹田市山手町2-7-7
マルタ,吹田市,たこ焼き、焼きそば,,3.19,45,1495,～￥999,～￥999,大阪府吹田市山田西1-1-2
ちゃんこ 時つ,千里山駅 706m,ちゃんこ鍋,,3.18,19,943,"￥3,000～￥3,999",～￥999,大阪府吹田市千里山西6-32-8
カフヴィラ キートス,山田駅 312m,カフェ,,3.05,4,346,-,～￥999,大阪府吹田市津雲台6-17 D26-6号室
ことぶき,吹田（阪急）駅 509m,パン、洋菓子,,3.01,1,18,-,-,大阪府吹田市寿町1-6-10
人類みなまぜそば 吹田店,吹田（ＪＲ）駅 450m,油そば・まぜそば,,3.47,233,3018,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市内本町2-1-22
ファミリーマート 江坂駅北店,江坂駅 247m,コンビニ・スーパー,,3.03,4,6,-,-,大阪府吹田市江坂町1-13-41
日本料理みやけ,吹田（阪急）駅 328m,日本料理,,3.22,17,401,"￥4,000～￥4,999","￥1,000～￥1,999",大阪府吹田市寿町1-8-17
五・六・八食堂,江坂駅 221m,食堂、うどん、居酒屋,,3.06,13,343,"￥1,000～￥1,999",～￥999,大阪府吹田市豊津町8-11
ファミリーマート 南吹田1丁目店,南吹田駅 157m,コンビニ・スーパー,,3,3,4,～￥999,～￥999,大阪府吹田市南吹田1-9-10
ミュージック パブ キュー,豊津駅 67m,バー,,3.01,2,30,-,-,大阪府吹田市垂水町1-2-18 岡本ハイツ 208
創作キッチン シャンティ,江坂駅 525m,居酒屋,,3,3,47,-,-,大阪府吹田市豊津町54-1 タカラマンション1F
多幸や,豊津駅 659m,たこ焼き,,3.02,5,144,～￥999,～￥999,大阪府吹田市垂水町1-29-19
ロピア 吹田千里丘店,吹田市,コンビニ・スーパー,,3.02,4,34,-,-,大阪府吹田市千里丘北1-2
千,吹田（ＪＲ）駅 339m,お好み焼き,,3.01,5,61,-,-,大阪府吹田市片山町3-18-1
LAWSON 吹田青山台三丁目店,吹田市,コンビニ・スーパー,,3,4,6,-,-,大阪府吹田市青山台3-50-10-120
弁当いろは,吹田市,弁当,,3.04,3,15,-,-,大阪府吹田市五月が丘北1-10
どうとんぼり神座 ららぽーとEXPOCITY店,万博記念公園駅 448m,ラーメン,,3.06,82,334,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY
グリーンハウス,関大前駅 282m,インドカレー、インド料理、カレー,,3.03,5,60,～￥999,"￥1,000～￥1,999",大阪府吹田市千里山東1-16-6
びっくりドンキー 千里店,岸辺駅 902m,ファミレス、ハンバーグ,,3.08,80,345,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市岸部北5丁目11-1
チルコロ,関大前駅 375m,食堂,,3.06,12,166,-,～￥999,大阪府吹田市千里山東3-10-1 新関西大学会館南棟
LIFE 桃山台店,桃山台駅 387m,コンビニ・スーパー,,,4,,-,-,大阪府吹田市桃山台2-5-1
LAWSON HA 阪急山田店,山田駅 48m,コンビニ・スーパー,,3.02,1,3,-,-,大阪府吹田市山田西4-1-1
源気温泉万博おゆば,山田駅 718m,その他,,3.07,6,19,-,-,大阪府吹田市千里万博公園11-11
大阪玉出 会津屋 ららぽーとEXPOCITY店,万博記念公園駅 461m,たこ焼き,,3.08,88,732,～￥999,～￥999,大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY 3F
上海点心菜館 桃苑,吹田（ＪＲ）駅 470m,中華料理、ラーメン、中華菓子,,3.05,7,295,-,-,大阪府吹田市片山町2-11-70
スパイスキッチン 結,吹田（ＪＲ）駅 382m,カレー,,3.09,11,370,-,"￥1,000～￥1,999",大阪府吹田市元町11-5
パインズ ハート,豊津駅 673m,洋食,,3.17,33,1364,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市垂水町1-40-5 マンションアルブル
韓国家庭料理 郷村,上新庄駅 499m,韓国料理,,3.01,12,663,-,-,大阪府吹田市東御旅町2-31
蝸牛庵,下新庄駅 579m,サンドイッチ、カフェ,,3.43,78,5382,-,"￥1,000～￥1,999",大阪府吹田市川岸町15-16
吉野家 ビエラ岸辺健都店,岸辺駅 247m,牛丼,,3.03,24,86,-,～￥999,大阪府吹田市岸部新町5-45 VIERRA岸辺健都 1F
越後秘蔵麺 無尽蔵 カリーノ江坂家,江坂駅 85m,ラーメン、つけ麺,,3.04,62,453,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市豊津町9-40 カリーノ江坂 Ｂ１Ｆ
Bakery labo pignon,岸辺駅 234m,パン,,3.12,14,143,-,-,大阪府吹田市岸部新町5-45 VIERRA岸辺健都 1F
ロンシャン,江坂駅 369m,カフェ、ダイニングバー,,3.13,30,875,"￥2,000～￥2,999",～￥999,大阪府吹田市江の木町13-5
手羽助 関大前店,関大前駅 192m,焼き鳥、居酒屋,,3.04,4,56,"￥2,000～￥2,999",-,大阪府吹田市千里山東1-7-18 パレ フタバビル 1F
ピザハット 吹田岸部店,吹田市,ピザ,,3.01,1,1,-,-,大阪府吹田市岸部北5-20-5
熊本ラーメン ひごっこ 北千里店,北千里駅 144m,ラーメン,,3.07,30,284,"￥1,000～￥1,999",～￥999,大阪府吹田市古江台4-2 ディオス北千里8番館 1F
日本橋 天丼 金子半之助 大阪ららぽーと　EXPOCITY店,万博記念公園駅 468m,天丼,,3.24,276,5423,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY 3F
よつ葉CAFE,吹田市,カフェ、パスタ、ハンバーグ,,3.1,13,224,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市山田西1-21-3 ロイヤルハイツ千里 206
ALFIES BAR,江坂駅 509m,バー,,3.05,8,464,"￥2,000～￥2,999",-,大阪府吹田市江坂町2-3-4 ケンヨービル　1F
まさき,岸辺駅 141m,居酒屋,,3,2,21,-,-,大阪府吹田市岸部南2-1-18
酔笑庵ぽんぽ,吹田（ＪＲ）駅 110m,居酒屋、鳥料理、食堂,,3.06,8,99,-,-,大阪府吹田市朝日町2
ミルフィーユ ヴォージュ,南千里駅 219m,ケーキ、洋菓子,,3.09,10,117,-,-,大阪府吹田市津雲台1-1-30 トナリエ南千里 1F
連の小屋,南千里駅 757m,食堂,,,6,,-,-,大阪府吹田市高野台1-6-9 高野台近隣センター
リブマックス BUDGET江坂,江坂駅 239m,その他,,,4,,-,-,大阪府吹田市江の木町2-7
フレッシュバザール グランドセンター千里丘店,千里丘駅 761m,コンビニ・スーパー,,,1,4,-,-,大阪府吹田市長野東7-24
手づくりうどん 卯らら華,吹田（ＪＲ）駅 278m,うどん,,3.2,53,775,-,～￥999,大阪府吹田市元町7-2
ファミリーマート 桃山台駅店,桃山台駅 58m,コンビニ・スーパー,,3.04,4,23,-,-,大阪府吹田市桃山台5-1 C20-B101
馬力食堂,岸辺駅 207m,居酒屋,,3.03,4,159,-,-,大阪府吹田市岸部南2-3-10
迎賓館,阪大病院前駅 400m,結婚式場,,3.11,8,69,-,-,大阪府吹田市千里万博公園9-1
びっくりドンキー 江坂店,江坂駅 131m,ファミレス、ハンバーグ,,3.08,108,535,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市豊津町14-8 江坂オッツ B1F
夕日cafe,吹田（ＪＲ）駅 215m,カフェ,,3.09,8,165,-,～￥999,大阪府吹田市元町6-19-201 2F
LAWSON 吹田岸部北三丁目店,岸辺駅 786m,コンビニ・スーパー,,,1,2,-,-,大阪府吹田市岸辺北3-2-24
シェ・ナカツカ 江坂店,江坂駅 209m,ケーキ,,3.25,40,1005,-,-,大阪府吹田市豊津町15-4
吹田サービスエリア（下り線）スナックコーナー,吹田市,食堂、たこ焼き,,3.29,99,256,～￥999,"￥1,000～￥1,999",大阪府吹田市岸部北4-7-1 吹田サービスエリア(下り線)
パン屋 トラのしっぽ,江坂駅 321m,パン、サンドイッチ、カフェ,,3.28,40,628,～￥999,～￥999,大阪府吹田市江坂町1-13-46
御座候 Dew 阪急山田店,山田駅 41m,たい焼き・大判焼き,,3.01,6,34,-,-,大阪府吹田市山田西4-1-2 デュー阪急山田 1F
小籠 ぶたまん屋 本店,豊津駅 784m,肉まん,,3,8,119,-,-,大阪府吹田市南金田1-1-37
純生食パン工房 ハレパン 江坂店,江坂駅 79m,パン,,3,3,44,～￥999,-,大阪府吹田市豊津町9-40 カリーノ 1F 東急ハンズ北側出入り口前
吹田サービスエリア上り線ショッピングコーナー,吹田市,その他,,3.05,14,47,-,-,大阪府吹田市岸部北4-8-1 吹田サービスエリア上り線
CAFE DINING VALORE.,吹田（阪急）駅 195m,カフェ,,3.22,38,385,"￥1,000～￥1,999",～￥999,大阪府吹田市泉町2-29-1 吹田市文化会館 2F
KOHYO 山田店,山田駅 105m,コンビニ・スーパー,,,1,2,-,-,大阪府吹田市山田西4-1-2-101 デュー阪急山田 1F
STARBUCKS ららぽーとEXPOCITY 1階店,万博記念公園駅 510m,カフェ,,3.07,48,152,-,-,大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY 1F
銀のさら 亥子谷店,吹田市,寿司,,3.01,1,1,-,-,大阪府吹田市山田西1-36-3 旭永 1F
ラーメン つけ麺 熱く勢ろ,関大前駅 301m,ラーメン、つけ麺,,3.18,55,2022,～￥999,～￥999,大阪府吹田市千里山西1-15-29
FREQUENTE,江坂駅 358m,ワインバー,,,1,1,-,-,大阪府吹田市豊津町16-21 1F
韓食 トントン,吹田（ＪＲ）駅 312m,韓国料理,,,2,186,"￥3,000～￥3,999",-,大阪府吹田市朝日町16-7
インフォメーションセンター エキスポ グッズ ストア,万博記念公園駅 240m,その他,,3.01,1,8,-,-,大阪府吹田市千里万博公園1-1
AT THE 21,公園東口駅 834m,お好み焼き,,3.05,6,262,-,-,大阪府吹田市千里万博公園3-3 パナソニックスタジアム吹田
新大阪江坂 東急REIホテル,江坂駅 58m,ホテル,,3.19,36,143,-,-,大阪府吹田市豊津町9-6
Crêperie Onze.,山田駅 671m,カフェ,,3.09,15,562,-,"￥1,000～￥1,999",大阪府吹田市津雲台7-5-17 1F
パセリ,吹田市,弁当,,3.02,4,92,-,-,大阪府吹田市山田東1-35-12
サル・ド・レーブ,豊津駅 235m,喫茶店,,,4,,-,-,大阪府吹田市垂水町1-9-22
鮨こにし,吹田（ＪＲ）駅 524m,寿司,,3.11,23,928,-,"￥1,000～￥1,999",大阪府吹田市内本町2丁目1-10
たこべえ,豊津駅 48m,お好み焼き,,3.02,1,5,-,-,大阪府吹田市垂水町2-1-24
ミアヴィア,江坂駅 721m,結婚式場、イタリアン,,3.17,18,79,-,-,大阪府吹田市芳野町13-8 アメニティ 江坂内
PRIMAVERA,吹田（阪急）駅 593m,イタリアン,,3.14,20,671,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府吹田市内本町1-21-12
サイノカレー,相川駅 847m,カレー,,3.04,8,221,-,-,大阪府吹田市末広町21-53 吉富ビル 1F
スターバックスコーヒー 阪急南千里店,南千里駅 140m,カフェ,,3.06,37,101,-,～￥999,大阪府吹田市津雲台1-1-2 アーバス南千里 1F
福warai日曜モーニング,吹田（ＪＲ）駅 182m,カフェ、パン,,,21,,-,～￥999,大阪府吹田市朝日町5-26
かじ山,吹田（ＪＲ）駅 244m,焼き鳥、串焼き、居酒屋,,3.03,6,265,"￥2,000～￥2,999",-,大阪府吹田市朝日町13-28
COやんて,岸辺駅 985m,創作料理、居酒屋、海鮮,,3.01,4,95,-,-,大阪府吹田市岸部北5-12-13 プレゼンスハイツ　１F
ひだまり,吹田市,喫茶店、食堂、カレー,,3.08,11,105,-,～￥999,大阪府吹田市山田丘2-5 大阪大学吹田キャンパス内
パンスタジオ 江坂店,江坂駅 220m,パン,,3.04,4,60,-,-,大阪府吹田市豊津町11-5
鳥貴族 江坂東店,江坂駅 158m,焼き鳥、鳥料理、居酒屋,,3.04,28,388,"￥2,000～￥2,999",-,大阪府吹田市広芝町10-1-201 サニーストンホテル北館 2F
ガスト 関大前店,関大前駅 194m,ファミレス,,3.01,13,106,-,～￥999,大阪府吹田市千里山東1-7-18
セブンイレブン 吹田山田北店,山田駅 406m,コンビニ・スーパー,,3.02,3,11,-,-,大阪府吹田市山田北10-1
中津からあげ 総本家もり山 吹田店,吹田市,鳥料理、弁当,,3.01,7,344,～￥999,～￥999,大阪府吹田市原町4-6-17
スターバックス コーヒー 関西大学 千里山店,関大前駅 568m,カフェ,,3.01,19,128,-,～￥999,大阪府吹田市千里山東3-10-1
竹見台の食卓 光之助,桃山台駅 392m,洋食,,3.02,3,35,-,-,大阪府吹田市竹見台3-6-11
セブンイレブン 7FS大阪大学福利会館店,阪大病院前駅 695m,コンビニ・スーパー,,3,2,2,-,-,大阪府吹田市山田丘1-5
たこ春,南吹田駅 760m,たこ焼き、焼きそば,,3.05,11,220,～￥999,～￥999,大阪府吹田市南吹田5-17-1
紙ふうせん,江坂駅 316m,居酒屋,,3.05,7,147,-,-,大阪府吹田市江の木町5-24
セブンイレブン モノウェル万博記念公園店,万博記念公園駅 43m,コンビニ・スーパー,,3.01,3,5,-,-,大阪府吹田市千里万博公園1-1 千里万博公園内
木曽路 江坂店,江坂駅 285m,しゃぶしゃぶ、すき焼き、日本料理,,3.16,103,1169,"￥4,000～￥4,999","￥1,000～￥1,999",大阪府吹田市江坂町1-21-11
うえむら惣菜店,豊津駅 197m,弁当,,3.01,1,11,-,-,大阪府吹田市垂水町2-4-37 シンコー店内
LAWSON 江坂駅前店,江坂駅 160m,コンビニ・スーパー,,3.02,4,16,～￥999,～￥999,大阪府吹田市豊津町1-22
旬菜食堂,吹田（ＪＲ）駅 478m,ダイニングバー,,3.07,10,187,-,～￥999,大阪府吹田市片山町2-11-70 1F
オム&デリ ファクトリー,吹田（ＪＲ）駅 436m,オムライス,,3.08,19,249,-,"￥1,000～￥1,999",大阪府吹田市片山町2-4-1 吹田グリーンプレイス
おとん,南吹田駅 628m,たこ焼き,,3.04,8,66,-,-,大阪府吹田市南金田2-6-6
桂宝,吹田（ＪＲ）駅 290m,中華料理,,3.17,16,232,-,"￥1,000～￥1,999",大阪府吹田市朝日町18-2
萠茶 KIZASHI,江坂駅 118m,カフェ,,3.27,63,2152,-,～￥999,大阪府吹田市江坂町1-23-101 大同生命ビル 2F
テキサスBBQ&ステーキ Re DINER,公園東口駅 927m,丼,,,3,9,-,-,大阪府吹田市千里万博公園3-3 パナソニックスタジアム吹田
ななを,吹田（阪急）駅 187m,立ち飲み,,3.03,4,95,-,-,大阪府吹田市寿町1-1-2
LAWSON 吹田山田西一丁目店,吹田市,コンビニ・スーパー,,3.02,3,7,-,-,大阪府吹田市山田西1-37-1
大和大学 学生食堂 大～TAI～,吹田（ＪＲ）駅 558m,学生食堂,,3.08,7,50,"￥5,000～￥5,999",～￥999,大阪府吹田市片山町2-5-1
北極星 ららぽーとEXPOCITY店,万博記念公園駅 506m,オムライス、洋食,,3.08,90,1090,～￥999,～￥999,大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY 3F
ジョニーのからあげ 岸辺駅前店,岸辺駅 230m,からあげ,,3.01,3,54,-,-,大阪府吹田市岸部南1-24-8
HANA,相川駅 269m,インドカレー,,3.01,3,12,-,-,大阪府吹田市南高浜町31-13
イーキューブ カフェ,相川駅 557m,カフェ,,3,1,52,-,"￥1,000～￥1,999",大阪府吹田市南高浜町2-1
片山酒店,吹田（ＪＲ）駅 563m,バー、立ち飲み,,3.01,1,39,～￥999,～￥999,大阪府吹田市片山町4-14-24
家族亭 南千里店,南千里駅 194m,そば、うどん、日本料理,,3.03,21,93,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市津雲台1-1-30 トナリエ南千里 2F
スタンドあまみ,吹田（ＪＲ）駅 387m,居酒屋,,,4,,-,-,大阪府吹田市片山町1-13-1
LIVING PARK,万博記念公園駅 460m,バーベキュー、焼肉,,,1,11,-,-,大阪府吹田市千里万博公園10-16 万博記念公園自然文化園せせらぎ広場
コハマ,関大前駅 315m,イタリアン、パスタ,,3.17,17,677,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府吹田市千里山東1-17-48
小さな焼き菓子屋,吹田（ＪＲ）駅 425m,洋菓子,,3.1,12,573,-,-,大阪府吹田市片山町3-33-14
かじか,吹田市,寿司,,3.05,4,148,"￥6,000～￥7,999",-,大阪府吹田市五月が丘南8-17
かぶら屋 江坂店,江坂駅 116m,居酒屋,,3.07,44,374,"￥2,000～￥2,999",-,大阪府吹田市豊津町10-11 池上ビル 1F 103
やきとり とりQ,江坂駅 465m,焼き鳥,,3.02,1,17,-,-,大阪府吹田市豊津町18-20 月見ハウス 1F
からカレー屋,岸辺駅 169m,カレー,,,2,,-,-,大阪府吹田市岸部南1-17-8
タブレス キッチン ららぽーとEXPOCITY店,万博記念公園駅 468m,カフェ、イタリアン、ケーキ,,3.35,108,1615,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY
うを常,吹田（ＪＲ）駅 449m,海鮮、日本料理、揚げ物,,3.07,8,251,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府吹田市片山町3-34-17
波津馬 本店,吹田（ＪＲ）駅 294m,馬肉料理,,3.33,62,3084,"￥6,000～￥7,999",-,大阪府吹田市片山町1-10-22 ワイズマンション　１Ｆ
ブティックノーム,緑地公園駅 499m,ケーキ,,,1,10,-,-,大阪府吹田市千里山西4-30-8 ヴェルタ千里山　１Ｆ
第一楼,吹田（ＪＲ）駅 213m,中華料理、ビュッフェ,,3.38,96,6781,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市片山町1-1 メロード吹田 38F
ORDER,江坂駅 581m,カレー、喫茶店、バー,,3.09,16,199,-,-,大阪府吹田市垂水町3-17 第一田中マンション102
みつ澤,千里丘駅 451m,もつ鍋、ホルモン、居酒屋,,3.07,20,1726,"￥4,000～￥4,999",-,大阪府吹田市長野東18-3
さくらカフェ,吹田（ＪＲ）駅 237m,カフェ,,3.05,5,71,-,～￥999,大阪府吹田市元町6-6
クック チャム 千里山店,千里山駅 101m,惣菜・デリ、弁当,,3.01,3,24,-,-,大阪府吹田市千里山西1-41-27
パティスリー シロ・デラブル,江坂駅 317m,ケーキ、チョコレート,,3.63,343,10372,～￥999,-,大阪府吹田市江の木町5-3 レーベンハウス江坂 1F
シャトレーゼ 千里店,岸辺駅 894m,洋菓子、ケーキ,,3.03,15,48,-,-,大阪府吹田市岸部北5-11-1
ラム白湯専門店 羊羊羊,関大前駅 254m,ラーメン,,3.33,50,934,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市千里山東1-7-22
蜀王府,江坂駅 95m,中華料理、担々麺、四川料理,,3.35,93,2040,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市豊津町9-44 ハートランド江坂 301
いちまさキッチン,吹田（ＪＲ）駅 666m,居酒屋、ラーメン、食堂,,,3,28,"￥2,000～￥2,999",～￥999,大阪府吹田市日の出町2-1
ムーンスター,江坂駅 84m,インド料理,,3.12,25,197,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市豊津町9-40 カリーノ江坂 B1F
Dog Run Cafe THE RUN,宇野辺駅 404m,カフェ,,,20,,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市青葉丘北13-1 メロディハイム吹田青葉丘 1F
極みとんかつ かつ喜　 吹田店,吹田（ＪＲ）駅 471m,とんかつ,,3.08,70,618,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市片山町2-3-13 吹田グリーンプレイス
EAT EAT EAT,万博記念公園駅 338m,カフェ,,3.29,86,636,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市千里万博公園2-1 ニフレル 2F
旬屋 じょう崎,吹田（ＪＲ）駅 212m,日本料理,,3.21,25,913,"￥8,000～￥9,999",-,大阪府吹田市元町6-3
カフェ 樹,吹田（ＪＲ）駅 254m,カフェ、パンケーキ,,3.22,38,743,-,～￥999,大阪府吹田市元町8-30
ほっともっと 吹田山田東店,吹田市,弁当,,3.01,1,20,-,-,大阪府吹田市山田東1-10-24
だし自慢うどん屋柏本,吹田市,うどん、カレーうどん、親子丼,,3.26,56,1252,-,"￥1,000～￥1,999",大阪府吹田市五月が丘東13-18 102
銀や 千里丘店,吹田市,海鮮、居酒屋,,3.08,21,378,"￥4,000～￥4,999",-,大阪府吹田市山田南10番1号
静屋 ららぽーとEXPOCITY店,万博記念公園駅 455m,スイーツ,,3.02,2,40,～￥999,～￥999,大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY 3F
鰻の成瀬 江坂店,江坂駅 394m,うなぎ,,3.08,70,1559,"￥2,000～￥2,999","￥2,000～￥2,999",大阪府吹田市豊津町17-8 RFコンフォール 1F
野の香,江坂駅 416m,お好み焼き、居酒屋、鉄板焼き,,3.22,21,781,"￥1,000～￥1,999",-,大阪府吹田市江の木町17-20 パルムハウス江坂 102
メシヤノミカタ吹田工場,豊津駅 784m,肉まん,,3,3,30,-,-,大阪府吹田市南金田1-1-37
コミックパーク 関大前店,関大前駅 203m,その他,,,2,,-,-,大阪府吹田市千里山東1-7-18
