店の名前,駅からの距離,店のカテゴリ(キーワード),紹介文,評価,コメント数,ブックマーク数,夜の予算,昼の予算,住所
セブンイレブン 吹田江坂町1丁目店,江坂駅 521m,コンビニ・スーパー,,3.01,3,9,"￥1,000～￥1,999",～￥999,大阪府吹田市江坂町1-12-16
居酒屋ミカンセイ,山田駅 484m,居酒屋,,3.02,1,21,-,-,大阪府吹田市山田西4-16-1 王谷マンション 101
肉匠 東,江坂駅 477m,焼肉、ホルモン,,3.21,42,1207,"￥6,000～￥7,999","￥1,000～￥1,999",大阪府吹田市江の木町15-9
山乃内本店,吹田市,喫茶店,,,2,,-,-,大阪府吹田市吹東町60-14
crepe&jelato FUN TIME CAFE,関大前駅 387m,カフェ,,3,2,30,-,-,大阪府吹田市千里山東1-10-1 ブルーム関大前 1F
ジャンカラ 江坂2号店,江坂駅 147m,カラオケ、その他,,,1,4,-,-,大阪府吹田市豊津町10-15 モアイプラザ 4F
ひょうたん寿し 江坂本店,江坂駅 222m,寿司,,3.43,175,4834,"￥6,000～￥7,999",-,大阪府吹田市江の木町2-33-3 梓ビル　１Ｆ
KASHO COFFEE LAB,千里丘駅 913m,コーヒースタンド,,3,1,15,-,-,大阪府吹田市長野西1-7
お家や,吹田（ＪＲ）駅 546m,居酒屋、食堂,,3.12,8,677,～￥999,-,大阪府吹田市片山町1-25-5
カフェダイニング居酒屋 ジーカフェ,吹田市,居酒屋,,,12,,-,-,大阪府吹田市樫切山19-41
member's輪舞曲,江坂駅 344m,バー,,,,,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市垂水町3-35-25 江坂第一レジャービル 3F
トポリーノ,吹田市,ケーキ,,3.01,1,134,-,-,大阪府吹田市樫切山10-1
ケンタッキーフライドチキン イオン北千里店,北千里駅 131m,からあげ,,3.01,7,46,-,-,大阪府吹田市古江台4-2-50
パティスリー フリュイルージュ,吹田市,ケーキ,,3.06,10,224,-,-,大阪府吹田市山田東1-1-6
アニヴェルセル 江坂,江坂駅 833m,結婚式場,,3.06,14,121,-,-,大阪府吹田市芳野町14-1
あきの,江坂駅 841m,居酒屋,,3.02,2,34,-,-,大阪府吹田市南金田2-14-8
壺天,江坂駅 543m,串揚げ,,3.33,62,2952,"￥5,000～￥5,999",-,大阪府吹田市垂水町3-9-10
讃岐うどん 秀,江坂駅 348m,うどん,,3.2,36,943,～￥999,～￥999,大阪府吹田市豊津町12-24
atelier un momon,桃山台駅 432m,コーヒースタンド、ジューススタンド,,3,1,20,-,-,大阪府吹田市桃山台2-5-18 晋和ビル 1F
ドンクエディテ 吹田SST店,岸辺駅 762m,パン,,3,3,43,-,-,大阪府吹田市岸部中5-1-1 阪急オアシス吹田SST店 1F
焼肉 牛らく,正雀駅 125m,焼肉,,3.03,5,83,-,-,大阪府吹田市岸部南1-6-6
バスケバル R,江坂駅 58m,バル、スポーツバー、バー,,3.03,3,108,"￥1,000～￥1,999",-,大阪府吹田市江坂町1-23-35 コーポ江坂ビル 3F
Anco,千里丘駅 511m,バー,,3.02,1,13,-,-,大阪府吹田市長野東17-20
サンエトワール 大阪学院大学店,岸辺駅 364m,パン、カフェ,,,1,9,-,-,大阪府吹田市岸部南2-36-1
クーロン チャイニーズ キッチン,江坂駅 621m,中華料理,,3.34,80,2156,"￥2,000～￥2,999",～￥999,大阪府吹田市江坂町1-12-1
LAWSON 江坂東店,江坂駅 424m,コンビニ・スーパー,,3.02,2,2,-,-,大阪府吹田市江坂町1-11-9
ペンギンベーカリー 吹田店,吹田市,パン,,3.07,41,1027,-,-,大阪府吹田市岸部北5-18-9
居酒屋ひろちゃん,豊津駅 225m,居酒屋,,,8,,"￥3,000～￥3,999",-,大阪府吹田市垂水町1-8-22 メゾン垂水 1F
鶏翔 吹田内本町店,吹田（阪急）駅 566m,からあげ,,3.05,4,43,-,-,大阪府吹田市内本町1-22-12
PALLONE GONFIATO,関大前駅 363m,カフェ,,3.02,1,2,-,-,大阪府吹田市千里山東1-13-4
ビアードパパの作りたて工房 JR吹田駅店,吹田（ＪＲ）駅 122m,シュークリーム、洋菓子,,3.08,8,22,-,-,大阪府吹田市朝日町1-1 JR吹田駅 東口改札口
Dining つくも,江坂駅 100m,居酒屋,,,20,,-,-,大阪府吹田市豊津9-15 日本興業ビル 3F
JAZZ BAR 誠,吹田（阪急）駅 544m,バー,,,1,18,-,-,大阪府吹田市内本町1-23-10
ひよっこ,吹田（ＪＲ）駅 54m,居酒屋、鳥料理、鉄板焼き,,3.07,17,346,"￥1,000～￥1,999",～￥999,大阪府吹田市朝日町1 A-2-105
讃岐 うどん まごころ ららぽーとEXPOCITY店,万博記念公園駅 459m,うどん、天ぷら,,3.29,74,588,～￥999,～￥999,大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY 3F
旅する麻婆屋 えんわ,相川駅 849m,中華料理,,3.07,7,85,-,-,大阪府吹田市末広町21-53 1F
WEST,万博記念公園駅 651m,カフェ,,,112,,-,"￥1,000～￥1,999",大阪府吹田市千里万博公園10-16 万博記念公園自然文化園せせらぎ広場 LIVING PARK
マクドナルド マックスバリュ北山田店,山田駅 576m,ハンバーガー,,3.03,13,53,-,～￥999,大阪府吹田市山田北6-1
麺創　麺魂,江坂駅 422m,ラーメン、つけ麺、餃子,,3.52,438,9548,～￥999,～￥999,大阪府吹田市垂水町3-24-14 グリーンコーポ江坂第2 118号
いきなりステーキ カリーノ江坂店,江坂駅 96m,ステーキ、ハンバーグ,,3.06,44,284,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市豊津町9-40 カリーノ江坂 B1F
ポコポコ亭,吹田（ＪＲ）駅 311m,食堂,,3.07,9,75,-,～￥999,大阪府吹田市朝日町18-12
かんてんぱぱショップ 千里山店,千里山駅 522m,その他,,3.01,2,41,-,-,大阪府吹田市千里山西4-33-33
吹田サービスエリア（上り線）スナックコーナー,吹田市,その他,,3.15,102,234,～￥999,-,大阪府吹田市岸部北4-8-1 吹田サービスエリア(上り線)
松月堂,吹田（ＪＲ）駅 493m,和菓子,,3.02,4,83,-,-,大阪府吹田市内本町2-1-17
アイママキッチン,吹田（ＪＲ）駅 158m,食堂、弁当,,3.06,4,97,-,-,大阪府吹田市昭和町1-1 アイワステーションビル 1F
たこ焼き 多幸八,北千里駅 136m,その他,,3.02,1,7,-,-,大阪府吹田市古江台4-1 B1
もへじ,江坂駅 336m,鉄板焼き、居酒屋,,3.06,12,207,-,-,大阪府吹田市江の木町7‐23
ブランジェ,阪大病院前駅 472m,パン、洋菓子,,3,1,23,-,-,大阪府吹田市山田丘2-4 阪大吹田キャンパス福利会館 1F
AGOO,関大前駅 285m,ハワイ料理、パンケーキ、カフェ,,3.07,14,332,"￥2,000～￥2,999",～￥999,大阪府吹田市千里山東1-7-33 1F
肉の専門店 たか橋 山田店,吹田市,その他,,,1,51,-,-,大阪府吹田市山田西2-6-3
鮮菜 やま川,吹田（ＪＲ）駅 415m,日本料理、海鮮,,3.07,18,453,"￥4,000～￥4,999","￥1,000～￥1,999",大阪府吹田市元町29-18
Kotori Jelly Shop,桃山台駅 841m,洋菓子,,3.06,6,111,-,-,大阪府吹田市春日1-16-1
済生会千里病院 職員食堂,南千里駅 298m,社員食堂,,3.02,1,21,-,-,大阪府吹田市津雲台1-1-6 災害管理棟 3F
ティーズスターダイナー ガンバスタジアム店,万博記念公園駅 882m,ハンバーガー,,3.04,4,44,-,-,大阪府吹田市千里万博公園3-3
ボンクラ 2号店,千里山駅 143m,ホルモン,,3.02,1,12,-,-,大阪府吹田市千里山東2-22-20
ふぐ釜,吹田（ＪＲ）駅 455m,ふぐ,,3.04,8,217,-,-,大阪府吹田市高浜町1-13
ラ・パン Factory,関大前駅 102m,パン、サンドイッチ,,3.08,13,593,～￥999,-,大阪府吹田市円山町21-15
しゃぶ菜 ららぽーとEXPOCITY店,万博記念公園駅 463m,しゃぶしゃぶ,,3.03,15,136,-,"￥1,000～￥1,999",大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY 2F
マクドナルド 佐井寺関西スーパー店,吹田市,ハンバーガー,,3.01,1,7,-,-,大阪府吹田市佐井寺南が丘17-1
CORE MEAL,吹田（ＪＲ）駅 370m,カフェ,,3.05,3,56,-,-,大阪府吹田市元町11-4
マザーバスケット 千里丘店,吹田市,パン、サンドイッチ,,3.01,13,75,-,-,大阪府吹田市山田南1-1 イズミヤ千里丘店１階
はなまるうどん 大阪江坂店,江坂駅 84m,うどん,,3.08,49,295,～￥999,～￥999,大阪府吹田市豊津町9-44 B1
楽楽 北店,江坂駅 498m,お好み焼き,,3.01,2,22,-,-,大阪府吹田市江坂町2-6-14
CAFE&BAR PAVOT,南千里駅 215m,洋食、カフェ、バー,,3.07,18,158,-,～￥999,大阪府吹田市津雲台1丁目1-30 tonarie 2F
オールドブルー,豊津駅 154m,バー,,,29,,"￥3,000～￥3,999",-,大阪府吹田市垂水町2-3-26 若村ビル 1F
炭火焼鳥アカツキ,吹田市,焼き鳥,,3.02,1,38,"￥4,000～￥4,999",～￥999,大阪府吹田市岸部北5-12-15
EXPO BAR,吹田市,ビアバー,,3.02,1,1,-,-,大阪府吹田市千里万博公園3-3 パナソニックスタジアム吹田 第1ゲート
更科,吹田（ＪＲ）駅 376m,そば、うどん、天ぷら,,3.06,8,134,-,～￥999,大阪府吹田市片山町3-31-17
ファミリーマート 吹田五月が丘北店,吹田市,コンビニ・スーパー,,3.02,1,2,-,-,大阪府吹田市五月が丘北22-14
ほっかほっか亭 吹田,吹田（ＪＲ）駅 446m,弁当,,3,3,15,-,-,大阪府吹田市昭和町14-23
パネッテリア ヴィヴォ,吹田（阪急）駅 240m,パン,,3.08,10,147,-,-,大阪府吹田市泉町2-18-7
やみつき唐揚げ丼,関大前駅 355m,弁当、からあげ,,3.02,3,60,～￥999,～￥999,大阪府吹田市千里山東1-9-21
将平,吹田市,そば、うどん、居酒屋,,3.19,25,560,-,-,大阪府吹田市山田西1-3-11
魚介スタンド POLPO,江坂駅 396m,立ち飲み,,3.06,9,695,-,-,大阪府吹田市豊津町5-28
マクドナルド 吹田さんくす店,吹田（ＪＲ）駅 153m,ハンバーガー,,3.03,16,65,-,～￥999,大阪府吹田市朝日町2-123 吹田さんくす２番館
ローソンストア100 関大前,関大前駅 354m,コンビニ・スーパー,,3,2,4,-,-,大阪府吹田市千里山東1-9-19
キッズカフェ ビーバンプ,吹田市,カフェ、バー、レストラン,,3,1,57,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市山田西1-26-15 メゾンドールⅢ 2F
KITANO ACE ONE ららぽーとEXPOCITY店,万博記念公園駅 418m,コンビニ・スーパー,,3.08,4,55,-,-,大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY 1F
おだて屋 もみじ,千里丘駅 590m,串揚げ,,,1,16,-,-,大阪府吹田市長野東14-4
丹丹 麻辣烫,北千里駅 84m,中華料理,,,2,13,-,-,大阪府吹田市古江台4-2-119 ディオス北千里 2番館 1F
ドッグカフェ 向日葵,山田駅 452m,喫茶店,,3.02,1,20,-,-,大阪府吹田市山田東4-13-9
松のや 江坂店,江坂駅 211m,とんかつ、かつ丼,,3.04,32,161,～￥999,～￥999,大阪府吹田市豊津町15-4
オー・ガラージュ,江坂駅 375m,フレンチ、創作料理、ビストロ,,3.52,228,10880,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市豊津町18-1 Ｅ－ＧＡＴＥ　１Ｆ
お弁当わかな,吹田市,弁当,,3.02,3,34,-,-,大阪府吹田市山田西2-7-10
すし智,吹田市,鍋、寿司、居酒屋,,3.07,13,563,"￥4,000～￥4,999","￥1,000～￥1,999",大阪府吹田市樫切山18-8
ななまる食堂,吹田（阪急）駅 167m,食堂、弁当,,3.1,17,319,-,～￥999,大阪府吹田市泉町1-12-3
中華 麻辣燙,岸辺駅 253m,中華料理,,,1,14,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市岸部南1-24-9
ロキストア,万博記念公園駅 288m,ソフトクリーム、揚げ物,,3.05,6,37,-,～￥999,大阪府吹田市千里万博公園1-1
CAFE de Azur,江坂駅 151m,カフェ、バー,,,10,,-,-,大阪府吹田市豊津町10-15 ライブプラザブーミン4F
ぺんぺん草 吹田店,吹田（ＪＲ）駅 581m,洋菓子、ケーキ,,3,4,102,-,-,大阪府吹田市高浜町4-33
吉野家 吹田山田店,吹田市,牛丼、カレー、食堂,,3.03,21,109,-,～￥999,大阪府吹田市山田西2-7-14
マイカリー食堂 関大前店,関大前駅 165m,カレー,,3.01,1,4,-,-,大阪府吹田市千里山東1-7-13 カンゾービル 1F
ジェラフル 万博記念公園店,万博記念公園駅 234m,クレープ・ガレット、ソフトクリーム、スイーツ,,3.01,13,82,-,-,大阪府吹田市千里万博公園10-13
百鳥,江坂駅 303m,焼き鳥,,3.24,23,972,"￥2,000～￥2,999",-,大阪府吹田市豊津町16-5 汐田ビル 1F
和-水都饌菓,南吹田駅 628m,和菓子、スイーツ,,3.19,27,351,-,-,大阪府吹田市穂波町13-42
ピッツエリア カプリコルノ,江坂駅 571m,ピザ,,3.32,45,1690,"￥4,000～￥4,999","￥1,000～￥1,999",大阪府吹田市垂水町3-17 第一田中マンション 1F
うえの,江坂駅 530m,レストラン,,,5,,-,-,大阪府吹田市江の木町12-23
ツチcafe,関大前駅 550m,カフェ,,3.08,12,235,-,～￥999,大阪府吹田市山手町3-31-13 マンション風 2F
天下一品 江坂店,江坂駅 403m,ラーメン,,3.06,115,854,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市江の木町8-27
おかめ,千里丘駅 562m,おでん、居酒屋,,3.03,3,107,"￥1,000～￥1,999",-,大阪府吹田市長野東16-8
社会店カフェ ソシオ,関大前駅 321m,学生食堂,,3,1,2,-,-,大阪府吹田市千里山東3-10-1 社会学舎内 1F
八剣伝 豊津店,豊津駅 129m,居酒屋、焼き鳥、海鮮,,3.01,6,50,"￥2,000～￥2,999",-,大阪府吹田市出口町28-2
キャンドル,吹田市,喫茶店,,3.06,5,43,-,-,大阪府吹田市山田東2-1-2
スパゲッテリアマッキー di Hayashida,南千里駅 160m,パスタ、イタリアン、ワインバー,,3.37,104,2774,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市津雲台1-1-30 トナリエ南千里 2F
千里山ラプソディー,千里山駅 155m,ラーメン、立ち飲み,,3.07,13,359,"￥2,000～￥2,999",～￥999,大阪府吹田市千里山西4-9-22
赤六 丼丸 豊津店,豊津駅 162m,海鮮丼,,3.01,1,34,-,-,大阪府吹田市垂水町2-3-26 アールズコート 1F
バッカス,江坂駅 258m,バー、焼酎バー,,3.09,15,732,"￥3,000～￥3,999",-,大阪府吹田市江の木町3-11 ロンヂェビル３F
クラッチコーヒーアンドベイク,江坂駅 319m,カフェ、プリン,,3.09,15,758,-,"￥1,000～￥1,999",大阪府吹田市豊津町16-8 ワタナベビル 1F
倉田食品,吹田（ＪＲ）駅 509m,惣菜・デリ,,,2,20,-,-,大阪府吹田市内本町2-2-7
サイゼリヤ 阪急ディオス北千里店,北千里駅 144m,ファミレス、イタリアン、パスタ,,3.01,11,140,-,～￥999,大阪府吹田市古江台4-2
ラグーン,吹田（ＪＲ）駅 6m,居酒屋、焼き鳥,,3.2,19,499,"￥2,000～￥2,999",-,大阪府吹田市朝日町1-1
とり信,吹田（ＪＲ）駅 410m,惣菜・デリ、焼き鳥、からあげ,,3.43,161,5069,～￥999,～￥999,大阪府吹田市元町7-14 吹田旭通商店街信号角
サニーサイド 吹田南千里本店,南千里駅 167m,パン、サンドイッチ、カフェ,,3.33,170,5643,～￥999,～￥999,大阪府吹田市津雲台1-1-30 トナリエ南千里 1F
かつアンドかつ 紫金山公園店,吹田市,とんかつ、カレーうどん、かつ丼,,3.07,48,416,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市岸部北4-19-1
ステーキ.com,岸辺駅 860m,ステーキ,,3.28,40,1542,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市岸部北5-10-2-1 1F
フェロー,正雀駅 526m,喫茶店、食堂、カフェ,,3.01,1,32,-,-,大阪府吹田市岸部南2-35-1
煮干しラーメン にぼってる,吹田（阪急）駅 640m,ラーメン、餃子、からあげ,,3.54,276,4582,～￥999,～￥999,大阪府吹田市内本町2-21-10
炭火焼き鳥 鳥作,吹田市,焼き鳥、居酒屋、水炊き,,3.24,30,1165,"￥3,000～￥3,999",-,大阪府吹田市樫切山18-2
パナソニックリゾート大阪,宇野辺駅 512m,ホテル,,3.12,6,47,-,-,大阪府吹田市青葉丘南10-1
とらや,南吹田駅 504m,居酒屋,,,8,,-,-,大阪府吹田市南吹田5-6-1
元屋,吹田（ＪＲ）駅 461m,海鮮,,3.14,16,429,"￥6,000～￥7,999","￥1,000～￥1,999",大阪府吹田市片山町2-11-70
もりから,吹田市,からあげ,,3.01,1,5,-,～￥999,大阪府吹田市岸部北4-8-1 吹田サービスエリア（下り線）
和食しゃぶしゃぶ かごの屋 吹田五月が丘店,吹田市,日本料理、しゃぶしゃぶ、ビュッフェ,,3.04,26,399,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市五月が丘東1-23
すき家 吹田五月が丘店,吹田市,牛丼、カレー、食堂,,3.01,7,25,-,-,大阪府吹田市五月が丘東13-19
カフェ チャクラ,江坂駅 520m,カフェ,,3.13,20,311,-,"￥1,000～￥1,999",大阪府吹田市垂水町3-17-13 アスール江坂　1F
ニューマサラキッチン,南吹田駅 319m,インド料理、インドカレー,,3.02,4,31,-,-,大阪府吹田市南吹田3-9-25
なごみ,江坂駅 378m,居酒屋,,3.05,6,285,-,-,大阪府吹田市豊津町18-4 ウイニングパラ1F
豚や,吹田（ＪＲ）駅 214m,タイ料理、鍋、焼肉,,3.11,35,3465,"￥2,000～￥2,999",-,大阪府吹田市昭和町7-17
たこ焼き いっちゃん,江坂駅 197m,たこ焼き,,3.08,15,171,～￥999,-,大阪府吹田市江の木町2-35
梵保庵,宇野辺駅 568m,そば,,3.64,165,8859,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市新芦屋下27-5
シンメイ麻辣燙,吹田（ＪＲ）駅 274m,中華料理,,3.07,9,220,-,-,大阪府吹田市昭和町10-20 ヴィラボヌール 1F
さつき珈琲,吹田市,カフェ,,3.09,17,369,-,"￥1,000～￥1,999",大阪府吹田市五月が丘北25-40 ユタカビル 1F
darumaya kitchen,吹田市,沖縄料理、ドーナツ,,,17,365,-,-,大阪府吹田市五月が丘南28-23
ライト兄弟,千里山駅 68m,サンドイッチ、パン、カフェ,,3.15,25,1029,-,～￥999,大阪府吹田市千里山東2-28-7
朝日食堂,江坂駅 574m,食堂、うどん、そば,,3.2,23,843,～￥999,～￥999,大阪府吹田市豊津町31-22
だし屋 寿々とね,吹田市,そば、うどん,,3.26,17,131,-,-,大阪府吹田市原町4-16-22
阪急ベーカリー香房 北千里店,北千里駅 33m,パン、サンドイッチ,,3,4,23,-,-,大阪府吹田市古江台4-119-6 阪急オアシス　２Ｆ
すき家 五月が丘店,吹田市,牛丼、カレー、食堂,,3.01,11,64,-,～￥999,大阪府吹田市五月が丘東13-19
カフェ・ド・クリエ 大阪大学歯学部附属病院店,阪大病院前駅 856m,パスタ、カフェ,,3.01,11,71,-,～￥999,大阪府吹田市山田丘1-8 大阪大学歯学部附属病院 1F
NSSOL Cafe,阪大病院前駅 714m,学生食堂,,3.04,5,18,-,-,大阪府吹田市山田丘1-9 ポプラ通り福利会館 2F
CAGOM,吹田（ＪＲ）駅 620m,カフェ,,3.02,1,169,-,-,大阪府吹田市片山町4-17-30
喫茶一番館,吹田（ＪＲ）駅 97m,喫茶店,,3.12,14,131,-,～￥999,大阪府吹田市朝日町3
金車,山田駅 613m,寿司,,3.09,9,346,-,～￥999,大阪府吹田市山田東4-41
ちーちゃんのパン,吹田（阪急）駅 232m,パン,,3.02,2,104,-,-,大阪府吹田市清和園町3-8
とよつ壱や,豊津駅 307m,お好み焼き,,3.09,23,483,"￥1,000～￥1,999",～￥999,大阪府吹田市垂水町1-15-1
安達酒販,吹田（ＪＲ）駅 498m,バー,,3.01,1,21,-,-,大阪府吹田市高浜町4-7
セブンイレブン 吹田広芝町北,江坂駅 398m,コンビニ・スーパー,,3.01,2,4,-,-,大阪府吹田市広芝町3-29
松屋 江坂駅前店,江坂駅 147m,牛丼、食堂,,3.03,25,104,-,～￥999,大阪府吹田市豊津町14-31 由谷エムワイビル 1F
庄平うどん,岸辺駅 212m,うどん、そば,,3.23,42,539,～￥999,～￥999,大阪府吹田市岸部南1-24-6
とみ,吹田（ＪＲ）駅 909m,お好み焼き,,3.01,4,62,-,-,大阪府吹田市片山町4-39-17
ドン・キホーテ 江坂店,江坂駅 144m,その他,,3.02,2,2,-,-,大阪府吹田市豊津町10-15
星乃珈琲店 吹田店,吹田市,喫茶店,,3.06,49,563,～￥999,～￥999,大阪府吹田市佐井寺南が丘10-4
八重,江坂駅 593m,食堂,,3.02,3,50,-,～￥999,大阪府吹田市豊津町33-7
めはり屋文在ヱ門 江坂店,豊津駅 249m,おにぎり、からあげ,,3.01,4,227,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市垂水町1-8-14
福島上等カレー 江坂店,江坂駅 88m,カレー,,3.12,97,833,～￥999,～￥999,大阪府吹田市豊津町9-44 ハートランド江坂 B1F
華小町わらびもち,吹田（ＪＲ）駅 230m,和菓子,,3,6,40,-,-,大阪府吹田市朝日町15-4
モスバーガー 吹田北口店,吹田（ＪＲ）駅 268m,ハンバーガー,,3.02,20,80,-,～￥999,大阪府吹田市片山町1-3-5
タリーズコーヒー 江坂駅前店,江坂駅 132m,カフェ,,3.07,49,285,～￥999,～￥999,大阪府吹田市豊津町9-1 EDGE江坂 1F
ラーメンスタンド 大阪1号店,北千里駅 28m,ラーメン,,3.13,26,224,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市古江台4-119 Dios1番館 2F
焼肉でん,吹田市,売店,,3,1,3,-,-,大阪府吹田市千里万博公園3-3 パナソニック スタジアム 吹田
きりん寺 関大前店,関大前駅 337m,油そば・まぜそば、つけ麺,,3.03,55,1163,～￥999,～￥999,大阪府吹田市千里山東1-14-23
吉野家 内環状線江坂店,吹田（阪急）駅 774m,牛丼、カレー、食堂,,3.03,40,120,～￥999,-,大阪府吹田市穂波町6-25
お好み焼き・鉄板焼きのはらだ,岸辺駅 172m,お好み焼き、焼きそば,,3.12,11,232,"￥1,000～￥1,999",～￥999,大阪府吹田市岸部南2-2-2 サンハイツ岸部 1F
VEGEGOオヌレシクタン ららぽーとEXPOCITY,万博記念公園駅 421m,韓国料理,,3.1,74,435,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY 3F フードコート
とり新,桃山台駅 377m,その他,,3.02,1,8,-,-,大阪府吹田市竹見台3-6-6 竹見台マーケット
吉野家 江坂駅東店,江坂駅 186m,牛丼、カレー、食堂,,3.05,45,205,～￥999,～￥999,大阪府吹田市江坂町1-22-12 江坂東急ビル壱番館 1F
高田水産,豊津駅 44m,その他,,3.01,1,10,-,-,大阪府吹田市垂水町2-1-24 豊津ファミリーショップ・ハース B1F
馬骨出汁おでんと肴 さくら,吹田（ＪＲ）駅 474m,おでん、居酒屋,,3.04,3,65,-,-,大阪府吹田市片山町4-1-5
ぎょうざの満洲 江坂工場直売店,江坂駅 670m,餃子、中華料理,,3.08,119,1549,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市江の木町27-16
LAWSON 吹田円山町店,関大前駅 357m,コンビニ・スーパー,,3,4,15,-,-,大阪府吹田市円山町6-3
